Gene	N_mutations	Mean	Median	95CI_lower	95CI_upper	Min	Max	MSC	Source
TAS2R40	15	12.027	10.42	0.004	39.9091424	0.004	35	2.400422465	1000G
TAS2R41	18	15.00066667	16.99	0.007	42.43370522	0.007	36	2.41058309	1000G
TAS2R42	18	7.539888889	7.293	0.012	26.62093871	0.012	28.6	2.647536232	1000G
TAS2R43	18	8.755777778	7.3645	0.002	31.52746855	0.002	29.9	2.393648715	1000G
TAS2R46	22	8.673954545	4.3215	0.002	34.04204132	0.002	28.9	2.393648715	1000G
TAS2R5	21	11.16066667	11.96	0.001	33.70873532	0.001	29.6	2.39026184	1000G
TAS2R50	12	8.600083333	8.1625	0.022	27.39746958	0.022	22.7	2.68357908	1000G
TAS2R60	20	11.93185	11.205	0.002	36.86637264	0.002	35	2.393648715	1000G
TAS2R6P	21	11.16066667	11.96	0.001	33.70873532	0.001	29.6	2.39026184	1000G
TAS2R7	47	11.31355319	9.675	0.027	35.26215599	0.027	26.7	2.701600504	1000G
TAS2R8	70	10.87664286	9.7615	0.002	33.8061366	0.002	26.7	2.393648715	1000G
TAS2R9	45	8.057377778	5.064	0.002	28.26223843	0.002	21.4	2.393648715	1000G
TASL	5	15.3806	16.52	8.441734136	22.31946586	4.253	22.5	2.558424649	1000G
TASOR	80	18.7483875	21.3	0.013	37.97459777	0.013	28.6	2.651140517	1000G
TASOR2	150	11.83164	13.115	0.001	34.64938086	0.001	33	2.39026184	1000G
TATDN1P1	3	23.83	22.6	17.6758939	29.9841061	19.49	29.4	6.038618143	1000G
TATDN2	38	15.45957895	16.86	0.392	35.39263936	0.392	29.8	4.017164461	1000G
TATDN2P2	5	20.4644	24.7	7.067898869	33.86090113	1.472	32	2.040650137	1000G
TATDN3	27	21.90840741	24.7	0.03	48.39818609	0.03	35	2.712413358	1000G
TAX1BP1	29	21.49244828	22.2	8.356692357	34.62820419	7.631	33	2.526373888	1000G
TBATA	30	14.07913333	13.965	0.006	38.08625926	0.006	33	2.407196215	1000G
TBC1D10A	40	20.0651	21.2	0.324	43.98207403	0.324	36	3.772073094	1000G
TBC1D10B	57	21.2817193	22.5	1.030052479	41.53338612	0.028	41	6.31688732	1000G
TBC1D10C	31	22.76993548	23.6	3.123327421	42.41654355	0.007	36	0.55401007	1000G
TBC1D12	38	18.42278947	18.71	0.199	41.55780185	0.199	34	3.321537492	1000G
TBC1D13	12	23.91816667	25.95	2.872523574	44.96380976	0.438	34	0.459486482	1000G
TBC1D14	35	17.79657143	18.58	0.005	42.70792205	0.005	41	2.40380934	1000G
TBC1D15	27	22.56648148	24	11.19605125	33.93691171	9.415	28.6	3.596478651	1000G
TBC1D17	66	20.06524242	22.5	0.017	43.53303253	0.017	52	2.665557656	1000G
TBC1D19	12	22.70166667	23.3	16.42821485	28.97511849	17.1	26.4	5.568389705	1000G
TBC1D2	76	19.77268421	21.35	2.376755268	37.16861315	2.447	38	0.272640069	1000G
TBC1D21	19	19.88947368	21.8	0.049	40.71785239	0.049	33	2.78089477	1000G
TBC1D22A	30	19.9331	22.75	0.108	41.24517585	0.108	33	2.993547574	1000G
TBC1D22B	15	26.338	26.4	15.23602948	37.43997052	19.24	32	5.119075868	1000G
TBC1D25	17	18.98076471	21.8	2.751468949	35.21006046	4.115	27.3	0.413863109	1000G
TBC1D26	15	8.9376	9.031	0.089	27.03043757	0.089	20.9	2.925066162	1000G
TBC1D26-AS1	15	8.9376	9.031	0.089	27.03043757	0.089	20.9	2.925066162	1000G
TBC1D28	19	9.410684211	9.309	0.067	27.7073207	0.067	24	2.845771897	1000G
TBC1D29P	15	4.706466667	3.086	0.441	15.81411869	0.441	15.54	4.193774417	1000G
TBC1D3	4	20.21	20.07	19.28011135	21.13988865	19.5	21.2	6.643219675	1000G
TBC1D31	57	22.35833333	23.4	3.96778764	40.74887903	0.005	39	0.872272374	1000G
TBC1D3B	5	10.7154	13.05	3.380408789	18.05039121	0.002	19.15	0.650899547	1000G
TBC1D3F	2	13.665	13.665	11.70700965	15.62299035	12.59	14.74	3.789049947	1000G
TBC1D3H	2	11.7015	11.7015	5.093	23.73813181	5.093	18.31	1.296345255	1000G
TBC1D3K	7	9.799571429	10.46	2.741390119	16.85775274	0.686	20.1	0.410064574	1000G
TBC1D3L	3	7.782333333	0.688	0.659	22.73332789	0.659	22	4.979508506	1000G
TBC1D3P1	2	16.31	16.31	12.81293817	19.80706183	14.39	18.23	4.205855086	1000G
TBC1D3P2	4	11.88	14.11	6.656668454	17.10333155	4.87	14.43	1.885664578	1000G
TBC1D3P5	2	10.81	10.81	10.81	10.81	10.81	10.81	3.450982679	1000G
TBC1D3P6	3	10.44533333	8.451	5.113037574	15.77762909	7.405	15.48	1.303897067	1000G
TBC1D9	29	22.30568966	23.9	8.513991844	36.09738747	8.465	29	2.585657316	1000G
TBC1D9B	90	21.47425556	23.1	0.145	44.58957668	0.145	39	3.126906112	1000G
TBCA	4	21.015	21.35	19.96578422	22.06421578	19.66	21.7	6.901637801	1000G
TBCB	25	21.225	24.2	0.024	43.85886579	0.024	32	2.69078765	1000G
TBCC	26	17.82153846	19.945	0.539301086	35.10377584	0.915	25.9	4.548079527	1000G
TBCEL	9	21.18333333	20.7	16.89115655	25.47551012	13.15	32	5.742864345	1000G
TBKBP1	25	21.35964	23.1	4.394085574	38.32519443	1.219	35	1.032936618	1000G
TBL1Y	16	20.504875	22.9	1.117	41.78093279	1.117	34	6.630270951	1000G
TBL2	38	22.35386842	23.9	4.827460654	39.88027619	5.344	39	1.196268115	1000G
TBP	10	17.167	21.75	0.003	41.4917554	0.003	28.1	2.39703559	1000G
TBPL1	3	27.2	24.6	21.08997942	33.31002058	24	33	7.32532733	1000G
TBPL1P1	5	6.4552	0.607	0.001	15.12455276	0.001	16.79	2.39026184	1000G
TBRG4	26	14.24792308	15.945	0.001	37.34062598	0.001	29.2	2.39026184	1000G
TBX10	41	18.75895122	21.2	0.022	43.13455361	0.022	33	2.68357908	1000G
TBX21	18	19.26988889	20.335	6.754148916	31.78562886	8.198	28.9	1.922403262	1000G
TCAF1	26	21.53934615	21.7	3.848951645	39.22974066	2.604	33	0.827485164	1000G
TCAF2	26	17.15961538	18.785	0.005	49.50376208	0.005	40	2.40380934	1000G
TCAIM	15	19.10053333	21.2	2.877867461	35.32319921	7.126	27.1	0.4615005	1000G
TCEA1	11	19.70581818	21.4	4.051907818	35.35972855	8.301	27.6	0.9039758	1000G
TCEA3	21	21.43214286	19.92	2.421	44.8167147	2.421	41	0.289315135	1000G
TCEAL2	18	8.542666667	9.14	0.015	24.66639189	0.015	21.1	2.658349086	1000G
TCEAL4	9	7.283444444	6.247	2.001505036	12.56538385	0.179	21.1	0.131214812	1000G
TCEAL6	4	13.09	12.9	8.431183479	17.74881652	8.2	18.36	2.55444829	1000G
TCEAL7	4	20.87	21.5	18.15781564	23.58218436	17.58	22.9	6.220246029	1000G
TCEAL8	4	15.647	16.405	8.592008906	22.70199109	7.378	22.4	2.615060584	1000G
TCEAL9	4	18.85	16.09	6.266230211	31.43376979	9.22	34	1.738515225	1000G
TCEANC	10	8.7622	4.288	0.037	31.84675537	0.037	22.7	2.737643352	1000G
TCEANC2	17	17.95635294	21.7	0.405	47.08714299	0.405	34	4.064020164	1000G
TCERG1	65	20.40629231	22	0.731255433	40.08132918	0.004	35	5.239937665	1000G
TCERG1L	36	20.866	22.35	0.233	43.99608255	0.233	34	3.444083176	1000G
TCERG1L-AS1	4	31.525	32	28.76968276	34.28031724	28.1	34	10.21967336	1000G
TCF15	2	25.65	25.65	24.6482375	26.6517625	25.1	26.2	8.666372638	1000G
TCF19	41	19.20992683	20.8	0.056	42.6100444	0.056	38	2.806124764	1000G
TCF21	4	25.0075	24.5	18.46758547	31.54741453	19.03	32	6.336992863	1000G
TCF23	13	21.05092308	22.6	1.075486812	41.02635934	1.462	33	6.480645599	1000G
TCF24	4	16.973	16.308	0.739870164	33.20612984	2.276	33	5.27098761	1000G
TCF25	49	20.99614286	23.7	0.011	45.09916977	0.011	35	2.643931947	1000G
TCF4-AS1	3	22.66	24.3	18.89094761	26.42905239	19.08	24.6	6.496550658	1000G
TCF7	16	22.6375	23.95	12.04454683	33.23045317	15.06	28.2	3.916261813	1000G
TCF7L1	37	23.59081081	24.2	10.78202293	36.39959869	10.93	33	3.440438612	1000G
TCHH	156	12.57314103	14.125	0.023	29.02370499	0.023	34	2.687183365	1000G
TCHHL1	52	7.506730769	5.301	0.002	26.89336256	0.002	26.1	2.393648715	1000G
TCHP	60	22.71051667	24.1	2.298258163	43.12277517	0.034	43	0.243055881	1000G
TCIM	6	21.74666667	22.1	19.53546172	23.95787161	17.88	24.5	6.739456767	1000G
TCL1A	13	13.16246154	12.97	0.005	42.20473846	0.005	33	2.40380934	1000G
TCL1B	12	9.022166667	5.7945	0.005	35.32763347	0.005	35	2.40380934	1000G
TCP1	19	25.41052632	25.3	17.75618808	33.06486455	20.3	34	6.068879616	1000G
TCP10L	36	14.09097222	15.95	0.091	36.12462934	0.091	28.9	2.932274732	1000G
TCP10L2	33	4.029515152	2.939	0.087	14.04116575	0.087	15.48	2.917857593	1000G
TCP10L3	43	3.224697674	2.269	0.256	10.08462028	0.256	10.1	3.526981726	1000G
TCP11	27	15.84314815	17.43	0.004	42.37545158	0.004	37	2.400422465	1000G
TCP11L1	30	19.79656667	22.15	0.027	43.40547153	0.027	37	2.701600504	1000G
TCP11L2	30	22.9164	20.9	4.193700095	41.63909991	6.832	41	0.957414832	1000G
TDG	11	18.38363636	20.9	3.177394274	33.58987845	6.06	26.4	0.574386923	1000G
TDGF1	11	16.87254545	16.77	0.543	46.65413365	0.543	37	4.561411468	1000G
TDGF1P6	11	21.10736364	23.2	10.09760713	32.11712014	9.901	24.4	3.182494253	1000G
TDGF1P7	17	17.57594118	15.79	1.359853083	33.79202927	0.511	26	7.505582632	1000G
TDRD1	49	14.56771429	17.08	0.002	38.99607221	0.002	38	2.393648715	1000G
TDRD10	30	16.3364	17.435	0.003	39.15648422	0.003	33	2.39703559	1000G
TDRD15	89	13.12240449	14.32	0.004	33.77766797	0.004	24.5	2.400422465	1000G
TDRD3	29	22.92862069	21.4	5.756162494	40.10107889	12.66	38	1.546279614	1000G
TDRD5	39	17.64669231	20.3	0.104	40.2467736	0.104	33	2.979130435	1000G
TDRD6-AS1	118	16.30144915	18.53	0.005	39.66192126	0.005	37	2.40380934	1000G
TDRG1	13	19.69915385	21.9	2.663076239	36.73523145	0.839	26.1	0.38054944	1000G
TDRKH	28	18.47542857	20.29	0.005	40.55550301	0.005	32	2.40380934	1000G
TDRP	23	11.93213043	13.95	0.35	31.39506925	0.35	24.7	3.865784499	1000G
TEAD2	36	23.57627778	24.1	2.026301538	45.12625402	0.161	52	0.14056018	1000G
TEAD4	26	23.60319231	24.55	12.34979955	34.85658506	9.583	31	4.03130623	1000G
TEC	20	22.8	21.8	9.896434587	35.70356541	13.96	33	3.106675835	1000G
TECPR1	88	18.84430682	20.55	0.002	41.63824565	0.002	36	2.393648715	1000G
TECTB	22	24.54227273	25.6	7.220285636	41.86425982	7.655	34	2.098082048	1000G
TEDC1	70	14.39668571	15.455	0.001	38.05773911	0.001	36	2.39026184	1000G
TEDC2-AS1	69	17.43992754	18.8	0.003	45.03983102	0.003	35	2.39703559	1000G
TEDDM1	11	10.51145455	6.976	0.012	33.97381457	0.012	23.3	2.647536232	1000G
TEF	5	23.974	25.7	19.63033848	28.31766152	17.57	27.4	6.775214162	1000G
TEKT3	43	21.225	21.4	2.495998326	39.95400167	4.069	38	0.317580694	1000G
TEKT4	57	18.06942105	18.6	1.856759186	34.28208292	2.09	35	0.07666263	1000G
TEKT5	61	17.50190164	19.94	0.079	40.16948186	0.079	45	2.889023314	1000G
TEKTIP1	77	16.61933766	19.26	0.001	40.99452859	0.001	37	2.39026184	1000G
TEKTL1	41	20.155	22.6	2.848283362	37.46171664	0.3	29.9	0.45035077	1000G
TENM2	108	25.06856481	24.8	14.37043124	35.76669839	4.915	34	4.792847012	1000G
TENM2-AS1	46	25.26521739	25.2	15.84956399	34.68087079	17.53	33	5.350306308	1000G
TENT2	27	21.97566667	22.4	5.30602494	38.64530839	0.043	36	1.376630634	1000G
TENT4A	16	20.59625	21.6	8.895898472	32.29660153	11.92	26.5	2.729591253	1000G
TENT4B	10	15.1554	18.66	2.661	33.92699449	2.661	21.4	0.379766942	1000G
TENT5B	22	23.06495455	24.5	5.853148606	40.27676048	7.139	32	1.582831985	1000G
TENT5C	13	21.96769231	23.1	7.651587779	36.28379684	6.59	28.6	2.260632291	1000G
TENT5D	9	13.76	15.22	8.35640887	19.16359113	0.563	21.3	2.526267047	1000G
TEP1	183	20.09975956	21.8	0.002	44.84844762	0.002	48	2.393648715	1000G
TERF1	23	13.34247826	12.79	0.018	36.69985722	0.018	26.7	2.669161941	1000G
TERF2	17	20.78788235	23.6	0.001	42.11454347	0.001	33	2.39026184	1000G
TES	22	25.72104545	28.15	7.871805887	43.57028502	7.308	34	2.343628648	1000G
TESC	7	20.76942857	23.2	12.35279694	29.1860602	0.386	29.3	4.032435895	1000G
TESHL	11	14.58454545	18.09	1.134	40.19314845	1.134	25.2	6.691543793	1000G
TESK1	24	17.02316667	21.2	0.001	44.13446867	0.001	34	2.39026184	1000G
TESMIN	23	16.18591304	17.5	0.259	38.35931191	0.259	28.2	3.537794581	1000G
TESPA1	24	16.81733333	19.68	0.07	41.75588702	0.07	32	2.856584751	1000G
TET1	81	14.2331358	14.4	0.002	36.06488708	0.002	33	2.393648715	1000G
TEX101	14	11.51242857	11.0965	0.002	39.52480098	0.002	32	2.393648715	1000G
TEX12	4	10.36525	11.9895	1.659621069	19.07087893	0.472	17.01	0.002364717	1000G
TEX13A	31	7.594483871	4.745	0.001	27.28138954	0.001	19.76	2.39026184	1000G
TEX13B	16	10.4976875	9.6715	0.006	32.4655433	0.006	27.9	2.407196215	1000G
TEX19	12	15.9645	15.295	2.312	39.23378739	2.312	34	0.248234939	1000G
TEX2	51	20.42180392	23.3	0.012	41.85713102	0.012	39	2.647536232	1000G
TEX22	8	22.48125	22.6	18.7765404	26.1859596	15.2	29.9	6.453432579	1000G
TEX26	23	18.05834783	20.6	0.042	45.7859005	0.042	37	2.755664776	1000G
TEX26-AS1	13	23.67461538	24.6	15.34703383	32.00219694	16.46	27.9	5.160911468	1000G
TEX264	32	20.6308125	21.3	3.374007141	37.88761786	1.013	37	0.648486878	1000G
TEX28	3	10.51266667	15.38	0.138	21.42935428	0.138	16.02	3.101676118	1000G
TEX29	14	7.507642857	1.9245	0.002	28.66367241	0.002	21.1	2.393648715	1000G
TEX30	11	24.48181818	25	17.55635232	31.40728404	20.2	30	5.993565011	1000G
TEX35	30	10.80923333	3.137	0.031	41.48289273	0.031	34	2.716017643	1000G
TEX36	16	13.9200625	15.965	0.001	43.71147466	0.001	34	2.39026184	1000G
TEX38	15	19.642	21.2	4.163461282	35.12053872	5.45	27.9	0.946018352	1000G
TEX44	32	10.694	10.415	0.002	32.98996324	0.002	32	2.393648715	1000G
TEX46	2	19.74	19.74	8.884537248	30.59546275	13.78	25.7	2.725309406	1000G
TEX47	16	14.476625	16.625	0.018	44.02459808	0.018	35	2.669161941	1000G
TEX51	16	12.3499375	12.575	0.028	35.31789599	0.028	25.2	2.705204789	1000G
TEX52	46	17.33893478	19.705	0.224	41.54908086	0.224	38	3.411644612	1000G
TEX54	18	24.23888889	24.05	12.56652602	35.91125176	16.64	32	4.11298665	1000G
TEX55	42	5.052	1.01	0.001	21.18500166	0.001	24.2	2.39026184	1000G
TEX56P	62	13.87775806	14.225	0.006	40.13247093	0.006	29.3	2.407196215	1000G
TFAM	14	10.12957143	7.7195	1.114	30.66129708	1.114	25.1	6.619458097	1000G
TFAP2C	18	20.10455556	21.6	4.764727176	35.44438394	0.422	29.7	1.172624963	1000G
TFAP2D	11	25.79363636	24.5	15.41709635	36.17017637	18.83	32	5.187316809	1000G
TFAP2E	27	25.86037037	25.5	12.09767536	39.62306538	13.57	36	3.936285026	1000G
TFAP2E-AS1	10	22.257	24.45	11.62056489	32.89343511	13.57	26	3.756470428	1000G
TFAP4	9	23.65888889	23.3	21.12490388	26.19287389	19.13	30	7.338489752	1000G
TFB1M	64	17.45920313	20.95	0.012	43.72577279	0.012	40	2.647536232	1000G
TFB2M	23	12.70047826	13.77	0.027	34.84561816	0.027	25.9	2.701600504	1000G
TFCP2	9	22.67666667	23.2	16.70062206	28.65271127	14.72	36	5.671055225	1000G
TFCP2L1	20	24.781	25.05	11.08922325	38.47277675	13.35	33	3.556217045	1000G
TFDP1	13	20.16323077	21.4	3.796116375	36.53034516	0.002	26.2	0.807572474	1000G
TFDP2	11	23.11909091	22	10.48356891	35.75461291	14.59	33	3.327956504	1000G
TFDP3	17	10.43664706	10.09	0.031	30.71476418	0.031	25.5	2.716017643	1000G
TFEB	30	18.9855	21.7	0.57238159	37.39861841	0.153	33	4.667311087	1000G
TFEC	11	17.99645455	25.6	1.658	48.84679361	1.658	33	0.001753765	1000G
TFF1	4	12.77775	16.33	3.205693106	22.34980689	0.041	18.41	0.585052258	1000G
TFF2	8	6.481625	1.825	0.003	13.27341077	0.003	17.6	2.39703559	1000G
TFF3	8	13.395375	14.195	6.199655701	20.5910943	1.824	24.4	1.713424456	1000G
TFIP11	39	21.53171795	22.6	2.666540892	40.39689501	0.111	32	0.381855208	1000G
TFIP11-DT	3	27.76666667	28.1	26.61899518	28.91433815	26.7	28.5	9.409116779	1000G
TFPI	10	11.4455	12.422	0.03	35.18262752	0.03	24.1	2.712413358	1000G
TFPI2	22	16.70477273	18.8	0.375	42.00769884	0.375	36	3.955891619	1000G
TFPI2-DT	22	16.70477273	18.8	0.375	42.00769884	0.375	36	3.955891619	1000G
TFRC	26	15.58411538	17.945	0.002	41.75015464	0.002	29.3	2.393648715	1000G
TGFA	10	23.115	22.25	12.63165162	33.59834838	15.05	28.8	4.137531352	1000G
TGFA-IT1	3	21.95	23.1	14.17519492	29.72480508	15.05	27.7	4.719265853	1000G
TGFBR3L	36	19.02433333	20.6	0.022	41.57908445	0.022	36	2.68357908	1000G
TGFBRAP1	38	18.43831579	18.82	0.003	39.10659399	0.003	33	2.39703559	1000G
TGIF2	3	22.92333333	22.2	12.31377671	33.53288996	14.57	32	4.017729848	1000G
TGIF2LX	6	6.748666667	3.546	0.058	14.39338647	0.058	17.96	2.813333333	1000G
TGM3	52	19.61680769	22.9	0.02	42.50465867	0.02	36	2.67637051	1000G
TGM4	51	13.48796078	13.95	0.01	39.57941503	0.01	34	2.420743715	1000G
TGM7	50	19.47144	21.85	0.111	40.71082647	0.111	33	3.004360428	1000G
TGOLN2	25	10.18264	7.624	0.002	30.86256657	0.002	24.9	2.393648715	1000G
TGS1	60	16.41186667	18.645	0.001	41.31396637	0.001	33	2.39026184	1000G
THADA	107	19.87059813	22.1	0.01	40.58078284	0.01	38	2.420743715	1000G
THAP10	15	15.57493333	16.16	0.079	32.56109238	0.079	24.8	2.889023314	1000G
THAP11	6	14.74516667	16.65	6.836831169	22.65350216	0.121	23.1	1.953564758	1000G
THAP12	23	19.9226087	19.52	9.507484957	30.33773243	12.83	27.5	2.960087514	1000G
THAP2	24	22.0395	24.25	2.805714734	41.27328527	0.018	33	0.434307397	1000G
THAP3	31	19.1693871	20.5	0.022	46.10477145	0.022	43	2.68357908	1000G
THAP4	25	12.73084	14.79	0.013	32.36906979	0.013	25.6	2.651140517	1000G
THAP5	23	16.90195652	15.25	0.342	42.40052567	0.342	38	3.83695022	1000G
THAP5P2	3	18.94666667	18.23	10.6614398	27.23189354	12.51	26.1	3.394992935	1000G
THAP6	16	19.534625	22.45	3.882107425	35.18714258	6.433	28.7	0.839980998	1000G
THAP9	35	15.42931429	15.19	0.007	35.82032307	0.007	34	2.41058309	1000G
THAP9-AS1	2	21.61	21.61	0.864409272	42.35559073	10.22	33	5.719862025	1000G
THBS2	76	19.83121053	22.8	0.004	40.11774862	0.004	35	2.400422465	1000G
THBS2-AS1	76	19.83121053	22.8	0.004	40.11774862	0.004	35	2.400422465	1000G
THBS4	69	24.56966667	24.6	4.624123768	44.51520957	6.995	58	1.119633995	1000G
THBS4-AS1	53	25.41220755	25.1	3.959004226	46.86541087	6.995	58	0.868962059	1000G
THEM4	11	17.32518182	21.3	0.001	42.741418	0.001	26.3	2.39026184	1000G
THEM5	12	22.1435	24.9	0.011	49.0598622	0.011	38	2.643931947	1000G
THEMIS	43	14.73437209	16.31	0.011	38.32851525	0.011	36	2.643931947	1000G
THEMIS2	27	14.07037037	14.71	0.006	35.10516122	0.006	25	2.407196215	1000G
THNSL1	36	20.57211111	21.6	2.047609779	39.09661244	0.343	38	0.148590884	1000G
THNSL2	39	20.25958974	22.8	0.398	46.04169602	0.398	44	4.03879017	1000G
THOC1	16	21.01225	22.4	6.854850094	35.16964991	3.436	30	1.960355776	1000G
THOC1-DT	5	22.09	24	19.17265071	25.00734929	18.43	24.3	6.602719636	1000G
THOC3	8	26.6775	25.45	20.47183966	32.88316034	15.02	37	7.092361256	1000G
THOC3-AS1	3	20.27333333	22.2	14.68403654	25.86263013	15.02	23.6	4.911039372	1000G
THOC5	22	24.87227273	24.5	11.59365422	38.15089124	13.79	36	3.746328263	1000G
THOC7	14	17.52235714	20.065	2.194	36.08929206	2.194	27.3	0.203762801	1000G
THOP1	48	18.92822917	21.4	0.04	42.77096901	0.04	42	2.748456207	1000G
THRAP3	49	21.58218367	23.5	0.810280326	42.35408702	0.127	34	5.524765888	1000G
THRIL	6	19.63066667	20.985	11.8013101	27.46002324	5.264	27	3.824590137	1000G
THSD7A	96	20.34869792	22.25	3.673561453	37.02383438	0.006	29.5	0.761383664	1000G
THSD7B	85	18.48283529	19.9	0.083	39.74225829	0.083	39	2.903440454	1000G
THTPA	43	20.88762791	22.9	0.528	42.04719621	0.528	38	4.507347196	1000G
THUMPD2	28	16.32928571	15.575	0.01	45.93533166	0.01	41	2.420743715	1000G
THUMPD3	40	23.07375	23.55	5.636368522	40.51113148	11.43	42	1.501131359	1000G
THUMPD3-AS1	40	23.07375	23.55	5.636368522	40.51113148	11.43	42	1.501131359	1000G
THY1	7	20.64171429	16.7	12.70969623	28.57373234	9.322	34	4.166944999	1000G
THY1-AS1	7	20.64171429	16.7	12.70969623	28.57373234	9.322	34	4.166944999	1000G
TIAL1	4	26.35	25.7	22.60783771	30.09216229	23	31	7.897381602	1000G
TIAM2	148	18.94727703	22.45	0.001	42.61639742	0.001	36	2.39026184	1000G
TICAM2	11	17.94990909	20.6	2.586	39.33519983	2.586	29.4	0.351500753	1000G
TICAM2-AS1	4	24.8475	22.485	11.97166586	37.72333414	14.42	40	3.888794248	1000G
TIFA	11	20.93818182	22.3	0.766527747	41.10983589	7.61	37	5.367069133	1000G
TIFAB	29	7.766206897	3.533	0.001	25.7942665	0.001	21.3	2.39026184	1000G
TIGAR	10	13.537	16.455	0.097	31.38605239	0.097	23.2	2.953900441	1000G
TIGD2	29	18.28293103	18.31	4.564574724	32.00128734	1.125	27.6	1.097191	1000G
TIGD3	16	14.1464375	13.12	0.012	37.75234581	0.012	31	2.647536232	1000G
TIGD4	34	20.9305	22.5	2.898945517	38.96205448	0.21	37	0.469444451	1000G
TIGD5	43	17.03760465	20.9	0.038	42.15733466	0.038	31	2.741247637	1000G
TIGD6	36	12.75127778	13.75	0.035	30.25911768	0.035	24.4	2.730434782	1000G
TIGD7	33	17.55781818	17.84	0.176	39.66576355	0.176	35	3.238638941	1000G
TIGIT	17	16.21358824	16.95	0.015	45.11794146	0.015	36	2.658349086	1000G
TIMD4	25	12.02484	12.81	0.001	38.53050559	0.001	32	2.39026184	1000G
TIMM10	2	26.8	26.8	22.06439544	31.53560456	24.2	29.4	7.692567708	1000G
TIMM10B	15	24.90493333	27.3	6.074	50.16170793	6.074	44	1.666067017	1000G
TIMM13	42	17.42235714	18.315	0.001	45.16968437	0.001	53	2.39026184	1000G
TIMM17A	5	23.208	21.4	17.1278799	29.2881201	18.14	32	5.832081241	1000G
TIMM21	20	22.43425	25.1	5.113432257	39.75506774	6.708	33	1.304045816	1000G
TIMM23	3	22.03333333	21.4	19.57364987	24.4930168	20.4	24.3	6.753849213	1000G
TIMM29	24	18.61104167	19.275	3.541127625	33.68095571	0.685	28.8	0.711471669	1000G
TIMM9P2	4	24.775	24	20.69780414	28.85219586	21.6	29.5	7.177523319	1000G
TIMM9P3	2	15.1875	15.1875	6.375	31.23846737	6.375	24	1.779508659	1000G
TIMMDC1	18	12.0005	11.855	0.035	34.58701177	0.035	23.7	2.730434782	1000G
TIMMDC1-DT	6	16.07016667	16.11	10.53657558	21.60375776	8.351	23.2	3.34793379	1000G
TIMP1	2	23.85	23.85	21.57326704	26.12673296	22.6	25.1	7.507469993	1000G
TIMP2	44	11.58577273	10.735	0.003	34.3510646	0.003	34	2.39703559	1000G
TIMP4	11	22.02454545	19.39	4.037008091	40.01208282	13.95	34	0.898360353	1000G
TINAG	32	21.1945625	23.4	0.008	45.39586903	0.008	42	2.413969965	1000G
TINAGL1	29	22.73251724	24.6	5.889430607	39.57560388	8.884	33	1.596506037	1000G
TIPARP	21	20.02495238	20.5	8.648290925	31.40161384	9.654	31	2.636272294	1000G
TIPARP-AS1	12	18.53283333	20.11	8.524237082	28.54142958	9.654	24	2.589518568	1000G
TIPIN	26	18.59030769	21	0.012	42.36150124	0.012	34	2.647536232	1000G
TIPRL	2	24.55	24.55	16.99124657	32.10875343	20.4	28.7	5.780586527	1000G
TJAP1	44	22.35659091	23.45	1.647904767	43.06527705	0.969	36	1.647904767	1000G
TJP1	84	21.74794048	24.25	7.062649888	36.43323106	0.233	29.1	2.038671888	1000G
TJP3	160	19.74230625	22	0.047	41.18357308	0.047	42	2.7736862	1000G
TK1	24	20.28675	21.8	1.225	42.83406496	1.225	31	7.019533711	1000G
TKTL2	42	19.03535714	22	0.009	41.44463822	0.009	35	2.41735684	1000G
TLCD2	19	17.68321053	17.44	0.012	38.04852229	0.012	35	2.647536232	1000G
TLCD4	10	11.4012	11.3395	0.187	35.23065118	0.187	22.2	3.278286074	1000G
TLCD5	18	22.18777778	21.5	3.34852172	41.02703384	5.354	33	0.638881868	1000G
TLE1	19	27.65368421	28.6	17.22595918	38.08140924	17.62	33	5.869045606	1000G
TLE1-DT	2	27.7	27.7	21.68942499	33.71057501	24.4	31	7.551247893	1000G
TLE3	18	25.45366667	24.75	11.50039257	39.40694077	9.466	33	3.711179576	1000G
TLE4	9	25.06222222	24.3	19.46404882	30.66039563	13.3	34	6.712542492	1000G
TLE5	5	14.4904	13.31	3.981323005	24.99947699	4.601	25.7	0.877373617	1000G
TLK1	13	24.76615385	24.5	12.05032588	37.48198182	15.25	34	3.918439833	1000G
TLL2	66	24.55259091	26.65	1.642343748	47.46283807	0.709	46	1.642343748	1000G
TLN1	93	22.71965591	24.2	5.480831458	39.95848037	0.56	36	1.442512156	1000G
TLN2	113	23.75620354	24.5	5.104517305	42.40788977	0.232	43	1.300685926	1000G
TLNRD1	11	21.46363636	22.5	8.376467932	34.5508048	10.57	28	2.533826957	1000G
TLR1	92	14.67813043	15.86	0.001	40.32242209	0.001	44	2.39026184	1000G
TLR10	53	17.32339623	18.02	0.013	42.14070121	0.013	35	2.651140517	1000G
TLR2	48	16.26054167	18.805	0.001	44.24454747	0.001	37	2.39026184	1000G
TLR4	46	18.68206522	20.07	0.153	38.56875485	0.153	36	3.155740391	1000G
TLR5	45	15.64815556	17.51	0.003	39.74349676	0.003	33	2.39703559	1000G
TLR6	38	14.83318421	16.765	0.001	38.0182136	0.001	26.1	2.39026184	1000G
TLR9	41	14.02456098	18.94	0.002	40.10451302	0.002	33	2.393648715	1000G
